id;latitude;longitude;Code postal;pop;Adresse;Ville;services;prix;rupture;horaires;geom;Prix Gazole mis à jour le;Prix Gazole;Prix SP95 mis à jour le;Prix SP95;Prix E85 mis à jour le;Prix E85;Prix GPLc mis à jour le;Prix GPLc;Prix E10 mis à jour le;Prix E10;Prix SP98 mis à jour le;Prix SP98;Début rupture e10 (si temporaire);Type rupture e10;Début rupture sp98 (si temporaire);Type rupture sp98;Début rupture sp95 (si temporaire);Type rupture sp95;Début rupture e85 (si temporaire);Type rupture e85;Début rupture GPLc (si temporaire);Type rupture GPLc;Début rupture gazole (si temporaire);Type rupture gazole;Carburants disponibles;Carburants indisponibles;Carburants en rupture temporaire;Carburants en rupture definitive;Automate 24-24 (oui/non);Services proposés;Département;code_departement;Région;code_region;horaires détaillés
"40500002;4377300;-56700;40500;R;Route de Mont de Marsan;Saint-Sever;""{""""service"""": [""""Station de gonflage"""""," """"Location de véhicule"""""," """"Piste poids lourds"""""," """"Lavage manuel"""""," """"Vente de gaz domestique (Butane"," Propane)"""""," """"DAB (Distributeur automatique de billets)""""]}"";""[{""""@nom"""": """"Gazole"""""," """"@id"""": """"1"""""," """"@maj"""": """"2026-06-05 04:40:25"""""," """"@valeur"""": """"2.004""""}"," {""""@nom"""": """"GPLc"""""," """"@id"""": """"4"""""," """"@maj"""": """"2026-04-03 12:22:08"""""," """"@valeur"""": """"0.999""""}"," {""""@nom"""": """"SP98"""""," """"@id"""": """"6"""""," """"@maj"""": """"2026-06-05 08:24:07"""""," """"@valeur"""": """"2.100""""}]"";""[{""""@nom"""": """"E85"""""," """"@id"""": """"3"""""," """"@debut"""": """"2017-08-31 18:21:04"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}"," {""""@nom"""": """"SP95"""""," """"@id"""": """"2"""""," """"@debut"""": """"2026-03-12 17:02:34"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}"," {""""@nom"""": """"E10"""""," """"@id"""": """"5"""""," """"@debut"""": """"2026-03-23 12:17:24"""""," """"@fin"""": """""""""," """"@type"""": """"temporaire""""}]"";""{""""@automate-24-24"""": """""""""," """"jour"""": [{""""@id"""": """"1"""""," """"@nom"""": """"Lundi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"2"""""," """"@nom"""": """"Mardi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"3"""""," """"@nom"""": """"Mercredi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"4"""""," """"@nom"""": """"Jeudi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"5"""""," """"@nom"""": """"Vendredi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"6"""""," """"@nom"""": """"Samedi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"7"""""," """"@nom"""": """"Dimanche"""""," """"@ferme"""": """"""""}]}"";43.773", -0.567;2026-06-05T04:40:25+00:00;2.004;;;;;2026-04-03T12:22:08+00:00;0.999;;;2026-06-05T08:24:07+00:00;2.1;2026-03-23T12:17:24+00:00;temporaire;;;2026-03-12T17:02:34+00:00;definitive;2017-08-31T18:21:04+00:00;definitive;;;;;Gazole,GPLc,SP98;SP95,E85,"E10;E10;""SP95;E85"";Non;Station de gonflage",Location de véhicule,Piste poids lourds,Lavage manuel,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets);Landes;40;Nouvelle-Aquitaine;75;
"10110001;4810600;437700;10110;R;14 FAUX BOURG DE BOURGOGNE;Bar-sur-Seine;;""[{""""@nom"""": """"Gazole"""""," """"@id"""": """"1"""""," """"@maj"""": """"2026-06-05 06:31:00"""""," """"@valeur"""": """"2.006""""}"," {""""@nom"""": """"E85"""""," """"@id"""": """"3"""""," """"@maj"""": """"2026-06-05 06:31:00"""""," """"@valeur"""": """"0.930""""}"," {""""@nom"""": """"E10"""""," """"@id"""": """"5"""""," """"@maj"""": """"2026-06-05 06:31:00"""""," """"@valeur"""": """"1.950""""}"," {""""@nom"""": """"SP98"""""," """"@id"""": """"6"""""," """"@maj"""": """"2026-06-05 06:31:00"""""," """"@valeur"""": """"2.063""""}]"";""[{""""@nom"""": """"SP95"""""," """"@id"""": """"2"""""," """"@debut"""": """"2009-11-27 09:30:00"""""," """"@fin"""": """""""""," """"@type"""": """"""""}"," {""""@nom"""": """"GPLc"""""," """"@id"""": """"4"""""," """"@debut"""": """"2025-03-24 10:35:24"""""," """"@fin"""": """""""""," """"@type"""": """"temporaire""""}]"";""{""""@automate-24-24"""": """""""""," """"jour"""": [{""""@id"""": """"1"""""," """"@nom"""": """"Lundi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"2"""""," """"@nom"""": """"Mardi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"3"""""," """"@nom"""": """"Mercredi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"4"""""," """"@nom"""": """"Jeudi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"5"""""," """"@nom"""": """"Vendredi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"6"""""," """"@nom"""": """"Samedi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"7"""""," """"@nom"""": """"Dimanche"""""," """"@ferme"""": """"""""}]}"";48.106", 4.377;2026-06-05T06:31:00+00:00;2.006;;;2026-06-05T06:31:00+00:00;0.93;;;2026-06-05T06:31:00+00:00;1.95;2026-06-05T06:31:00+00:00;2.063;;;;;;;;;2025-03-24T10:35:24+00:00;temporaire;;;Gazole,E85,E10,SP98;SP95,GPLc;GPLc;;Non;;Aube;10;Grand Est;44;
"49123002;4741024.334305;-93675.465665287;49123;R;28 BIS VILLAGE LA RIOTTIERE;Ingrandes-le-Fresne-sur-Loire;""{""""service"""": [""""Restauration à emporter"""""," """"Restauration sur place"""""," """"Station de gonflage"""""," """"Lavage automatique"""""," """"Lavage manuel"""""," """"Automate CB 24/24""""]}"";""[{""""@nom"""": """"Gazole"""""," """"@id"""": """"1"""""," """"@maj"""": """"2026-06-01 19:47:14"""""," """"@valeur"""": """"1.979""""}"," {""""@nom"""": """"E85"""""," """"@id"""": """"3"""""," """"@maj"""": """"2026-05-22 07:52:49"""""," """"@valeur"""": """"0.798""""}"," {""""@nom"""": """"E10"""""," """"@id"""": """"5"""""," """"@maj"""": """"2026-06-01 19:47:14"""""," """"@valeur"""": """"1.959""""}"," {""""@nom"""": """"SP98"""""," """"@id"""": """"6"""""," """"@maj"""": """"2026-06-01 19:47:14"""""," """"@valeur"""": """"2.059""""}]"";""[{""""@nom"""": """"SP95"""""," """"@id"""": """"2"""""," """"@debut"""": """"2022-08-13 09:19:02"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}"," {""""@nom"""": """"GPLc"""""," """"@id"""": """"4"""""," """"@debut"""": """"2022-08-13 09:19:02"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}]"";""{""""@automate-24-24"""": """"1"""""," """"jour"""": [{""""@id"""": """"1"""""," """"@nom"""": """"Lundi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"2"""""," """"@nom"""": """"Mardi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"3"""""," """"@nom"""": """"Mercredi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"4"""""," """"@nom"""": """"Jeudi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"5"""""," """"@nom"""": """"Vendredi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"6"""""," """"@nom"""": """"Samedi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"7"""""," """"@nom"""": """"Dimanche"""""," """"@ferme"""": """"""""}]}"";47.41024334305", -0.93675465665287;2026-06-01T19:47:14+00:00;1.979;;;2026-05-22T07:52:49+00:00;0.798;;;2026-06-01T19:47:14+00:00;1.959;2026-06-01T19:47:14+00:00;2.059;;;;;2022-08-13T09:19:02+00:00;definitive;;;2022-08-13T09:19:02+00:00;definitive;;;Gazole,E85,E10,SP98;SP95,"GPLc;;""SP95;GPLc"";Oui;Restauration à emporter",Restauration sur place,Station de gonflage,Lavage automatique,Lavage manuel,Automate CB 24/24;Maine-et-Loire;49;Pays de la Loire;52;Automate-24-24
"92170002;4882274;229497;92170;R;59 RUE JEAN BLEUZEN;Vanves;;""[{""""@nom"""": """"Gazole"""""," """"@id"""": """"1"""""," """"@maj"""": """"2026-06-07 00:01:00"""""," """"@valeur"""": """"2.123""""}"," {""""@nom"""": """"E85"""""," """"@id"""": """"3"""""," """"@maj"""": """"2026-06-07 00:01:00"""""," """"@valeur"""": """"0.919""""}"," {""""@nom"""": """"E10"""""," """"@id"""": """"5"""""," """"@maj"""": """"2026-06-07 00:01:00"""""," """"@valeur"""": """"1.990""""}]"";""[{""""@nom"""": """"GPLc"""""," """"@id"""": """"4"""""," """"@debut"""": """"2021-12-20 16:29:01"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}"," {""""@nom"""": """"SP95"""""," """"@id"""": """"2"""""," """"@debut"""": """"2026-04-14 06:29:42"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}"," {""""@nom"""": """"SP98"""""," """"@id"""": """"6"""""," """"@debut"""": """"2026-06-07 08:02:58"""""," """"@fin"""": """""""""," """"@type"""": """"temporaire""""}]"";;48.82274", 2.29497;2026-06-07T00:01:00+00:00;2.123;;;2026-06-07T00:01:00+00:00;0.919;;;2026-06-07T00:01:00+00:00;1.99;;;;;2026-06-07T08:02:58+00:00;temporaire;2026-04-14T06:29:42+00:00;definitive;;;2021-12-20T16:29:01+00:00;definitive;;;Gazole,E85,E10;SP95,GPLc,"SP98;SP98;""SP95;GPLc"";Non;;Hauts-de-Seine;92;Île-de-France;11;"
"31150010;4368754.8;140426.5747;31150;R;RUE DES USINESCC TOULOUSE NORD;Fenouillet;""{""""service"""": [""""Piste poids lourds"""""," """"Lavage automatique"""""," """"Lavage manuel"""""," """"Vente de gaz domestique (Butane"," Propane)"""""," """"DAB (Distributeur automatique de billets)""""]}"";""[{""""@nom"""": """"Gazole"""""," """"@id"""": """"1"""""," """"@maj"""": """"2026-06-05 10:15:00"""""," """"@valeur"""": """"1.959""""}"," {""""@nom"""": """"SP95"""""," """"@id"""": """"2"""""," """"@maj"""": """"2026-06-04 10:45:00"""""," """"@valeur"""": """"1.990""""}"," {""""@nom"""": """"E85"""""," """"@id"""": """"3"""""," """"@maj"""": """"2026-06-04 10:45:00"""""," """"@valeur"""": """"0.782""""}"," {""""@nom"""": """"GPLc"""""," """"@id"""": """"4"""""," """"@maj"""": """"2026-06-04 10:45:00"""""," """"@valeur"""": """"1.009""""}]"";""[{""""@nom"""": """"SP98"""""," """"@id"""": """"6"""""," """"@debut"""": """"2024-05-14 14:36:24"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}"," {""""@nom"""": """"E10"""""," """"@id"""": """"5"""""," """"@debut"""": """"2026-05-29 09:16:17"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}]"";""{""""@automate-24-24"""": """""""""," """"jour"""": [{""""@id"""": """"1"""""," """"@nom"""": """"Lundi"""""," """"@ferme"""": """"1""""}"," {""""@id"""": """"2"""""," """"@nom"""": """"Mardi"""""," """"@ferme"""": """"1""""}"," {""""@id"""": """"3"""""," """"@nom"""": """"Mercredi"""""," """"@ferme"""": """"1""""}"," {""""@id"""": """"4"""""," """"@nom"""": """"Jeudi"""""," """"@ferme"""": """"1""""}"," {""""@id"""": """"5"""""," """"@nom"""": """"Vendredi"""""," """"@ferme"""": """"1""""}"," {""""@id"""": """"6"""""," """"@nom"""": """"Samedi"""""," """"@ferme"""": """"1""""}"," {""""@id"""": """"7"""""," """"@nom"""": """"Dimanche"""""," """"@ferme"""": """"1""""}]}"";43.687548", 1.404265747;2026-06-05T10:15:00+00:00;1.959;2026-06-04T10:45:00+00:00;1.99;2026-06-04T10:45:00+00:00;0.782;2026-06-04T10:45:00+00:00;1.009;;;;;2026-05-29T09:16:17+00:00;definitive;2024-05-14T14:36:24+00:00;definitive;;;;;;;;;Gazole,SP95,E85,GPLc;E10,"SP98;;""E10;SP98"";Non;Piste poids lourds",Lavage automatique,Lavage manuel,Vente de gaz domestique (Butane, Propane),DAB (Distributeur automatique de billets);Haute-Garonne;31;Occitanie;76;
"76371001;4991000;107700;76371;R;Centre Commercial Le Belvédère;Dieppe;""{""""service"""": [""""Toilettes publiques"""""," """"Relais colis"""""," """"Boutique alimentaire"""""," """"Boutique non alimentaire"""""," """"Restauration à emporter"""""," """"Restauration sur place"""""," """"Bar"""""," """"Vente de fioul domestique"""""," """"Station de gonflage"""""," """"Lavage automatique"""""," """"Lavage manuel"""""," """"Services réparation / entretien"""""," """"Vente de gaz domestique (Butane"," Propane)"""""," """"Automate CB 24/24"""""," """"DAB (Distributeur automatique de billets)""""]}"";""[{""""@nom"""": """"Gazole"""""," """"@id"""": """"1"""""," """"@maj"""": """"2026-06-03 08:10:36"""""," """"@valeur"""": """"1.970""""}"," {""""@nom"""": """"E85"""""," """"@id"""": """"3"""""," """"@maj"""": """"2026-04-17 12:11:04"""""," """"@valeur"""": """"0.829""""}"," {""""@nom"""": """"GPLc"""""," """"@id"""": """"4"""""," """"@maj"""": """"2026-04-27 08:23:25"""""," """"@valeur"""": """"1.019""""}"," {""""@nom"""": """"E10"""""," """"@id"""": """"5"""""," """"@maj"""": """"2026-06-04 09:08:49"""""," """"@valeur"""": """"1.915""""}"," {""""@nom"""": """"SP98"""""," """"@id"""": """"6"""""," """"@maj"""": """"2026-06-06 08:07:20"""""," """"@valeur"""": """"2.049""""}]"";""{""""@nom"""": """"SP95"""""," """"@id"""": """"2"""""," """"@debut"""": """"2023-03-16 10:04:14"""""," """"@fin"""": """""""""," """"@type"""": """"temporaire""""}"";""{""""@automate-24-24"""": """"1"""""," """"jour"""": [{""""@id"""": """"1"""""," """"@nom"""": """"Lundi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"2"""""," """"@nom"""": """"Mardi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"3"""""," """"@nom"""": """"Mercredi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"4"""""," """"@nom"""": """"Jeudi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"5"""""," """"@nom"""": """"Vendredi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"6"""""," """"@nom"""": """"Samedi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"7"""""," """"@nom"""": """"Dimanche"""""," """"@ferme"""": """"""""}]}"";49.91", 1.077;2026-06-03T08:10:36+00:00;1.97;;;2026-04-17T12:11:04+00:00;0.829;2026-04-27T08:23:25+00:00;1.019;2026-06-04T09:08:49+00:00;1.915;2026-06-06T08:07:20+00:00;2.049;;;;;2023-03-16T10:04:14+00:00;temporaire;;;;;;;Gazole,E85,GPLc,E10,SP98;SP95;SP95;;Oui;Toilettes publiques,Relais colis,Boutique alimentaire,Boutique non alimentaire,Restauration à emporter,Restauration sur place,Bar,Vente de fioul domestique,Station de gonflage,Lavage automatique,Lavage manuel,Services réparation / entretien,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets);Seine-Maritime;76;Normandie;28;Automate-24-24
"52540001;5050300;250800;62540;R;RUE PASTEUR;Marles-les-Mines;""{""""service"""": [""""Toilettes publiques"""""," """"Relais colis"""""," """"Vente de pétrole lampant"""""," """"Location de véhicule"""""," """"Vente de gaz domestique (Butane"," Propane)"""""," """"Automate CB 24/24"""""," """"DAB (Distributeur automatique de billets)""""]}"";""[{""""@nom"""": """"Gazole"""""," """"@id"""": """"1"""""," """"@maj"""": """"2026-06-05 07:26:54"""""," """"@valeur"""": """"1.999""""}"," {""""@nom"""": """"E10"""""," """"@id"""": """"5"""""," """"@maj"""": """"2026-06-01 09:42:07"""""," """"@valeur"""": """"1.919""""}"," {""""@nom"""": """"SP98"""""," """"@id"""": """"6"""""," """"@maj"""": """"2026-06-01 09:42:08"""""," """"@valeur"""": """"2.029""""}]"";""[{""""@nom"""": """"GPLc"""""," """"@id"""": """"4"""""," """"@debut"""": """"2017-09-16 12:20:17"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}"," {""""@nom"""": """"SP95"""""," """"@id"""": """"2"""""," """"@debut"""": """"2017-10-02 10:22:22"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}"," {""""@nom"""": """"E85"""""," """"@id"""": """"3"""""," """"@debut"""": """"2023-07-01 09:02:18"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}]"";""{""""@automate-24-24"""": """"1"""""," """"jour"""": [{""""@id"""": """"1"""""," """"@nom"""": """"Lundi"""""," """"@ferme"""": """"1"""""," """"horaire"""": {""""@ouverture"""": """"01.00"""""," """"@fermeture"""": """"01.00""""}}"," {""""@id"""": """"2"""""," """"@nom"""": """"Mardi"""""," """"@ferme"""": """"1"""""," """"horaire"""": {""""@ouverture"""": """"01.00"""""," """"@fermeture"""": """"01.00""""}}"," {""""@id"""": """"3"""""," """"@nom"""": """"Mercredi"""""," """"@ferme"""": """"1"""""," """"horaire"""": {""""@ouverture"""": """"01.00"""""," """"@fermeture"""": """"01.00""""}}"," {""""@id"""": """"4"""""," """"@nom"""": """"Jeudi"""""," """"@ferme"""": """"1"""""," """"horaire"""": {""""@ouverture"""": """"01.00"""""," """"@fermeture"""": """"01.00""""}}"," {""""@id"""": """"5"""""," """"@nom"""": """"Vendredi"""""," """"@ferme"""": """"1"""""," """"horaire"""": {""""@ouverture"""": """"01.00"""""," """"@fermeture"""": """"01.00""""}}"," {""""@id"""": """"6"""""," """"@nom"""": """"Samedi"""""," """"@ferme"""": """"1"""""," """"horaire"""": {""""@ouverture"""": """"01.00"""""," """"@fermeture"""": """"01.00""""}}"," {""""@id"""": """"7"""""," """"@nom"""": """"Dimanche"""""," """"@ferme"""": """"1"""""," """"horaire"""": {""""@ouverture"""": """"01.00"""""," """"@fermeture"""": """"01.00""""}}]}"";50.503", 2.508;2026-06-05T07:26:54+00:00;1.999;;;;;;;2026-06-01T09:42:07+00:00;1.919;2026-06-01T09:42:08+00:00;2.029;;;;;2017-10-02T10:22:22+00:00;definitive;2023-07-01T09:02:18+00:00;definitive;2017-09-16T12:20:17+00:00;definitive;;;Gazole,E10,SP98;SP95,E85,"GPLc;;""SP95;E85;GPLc"";Oui;Toilettes publiques",Relais colis,Vente de pétrole lampant,Location de véhicule,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets);Pas-de-Calais;62;Hauts-de-France;32;Automate-24-24, Lundi01.00-01.00, Mardi01.00-01.00, Mercredi01.00-01.00, Jeudi01.00-01.00, Vendredi01.00-01.00, Samedi01.00-01.00, Dimanche01.00-01.00
"22120005;4842200;-265600;22120;R;Rue de l'Argentaie;Quessoy;""{""""service"""": [""""Laverie"""""," """"Relais colis"""""," """"Station de gonflage"""""," """"Lavage manuel"""""," """"Vente de gaz domestique (Butane"," Propane)"""""," """"Automate CB 24/24"""""," """"DAB (Distributeur automatique de billets)""""]}"";""[{""""@nom"""": """"Gazole"""""," """"@id"""": """"1"""""," """"@maj"""": """"2026-06-05 06:30:43"""""," """"@valeur"""": """"1.979""""}"," {""""@nom"""": """"E10"""""," """"@id"""": """"5"""""," """"@maj"""": """"2026-06-05 06:30:43"""""," """"@valeur"""": """"1.937""""}"," {""""@nom"""": """"SP98"""""," """"@id"""": """"6"""""," """"@maj"""": """"2026-06-03 13:59:45"""""," """"@valeur"""": """"2.034""""}]"";""[{""""@nom"""": """"E85"""""," """"@id"""": """"3"""""," """"@debut"""": """"2017-11-20 19:42:19"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}"," {""""@nom"""": """"GPLc"""""," """"@id"""": """"4"""""," """"@debut"""": """"2017-11-20 19:42:19"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}"," {""""@nom"""": """"SP95"""""," """"@id"""": """"2"""""," """"@debut"""": """"2018-07-07 09:58:11"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}]"";""{""""@automate-24-24"""": """"1"""""," """"jour"""": [{""""@id"""": """"1"""""," """"@nom"""": """"Lundi"""""," """"@ferme"""": """""""""," """"horaire"""": {""""@ouverture"""": """"00.00"""""," """"@fermeture"""": """"01.00""""}}"," {""""@id"""": """"2"""""," """"@nom"""": """"Mardi"""""," """"@ferme"""": """"1"""""," """"horaire"""": {""""@ouverture"""": """"01.00"""""," """"@fermeture"""": """"01.00""""}}"," {""""@id"""": """"3"""""," """"@nom"""": """"Mercredi"""""," """"@ferme"""": """"1"""""," """"horaire"""": {""""@ouverture"""": """"01.00"""""," """"@fermeture"""": """"01.00""""}}"," {""""@id"""": """"4"""""," """"@nom"""": """"Jeudi"""""," """"@ferme"""": """"1"""""," """"horaire"""": {""""@ouverture"""": """"01.00"""""," """"@fermeture"""": """"01.00""""}}"," {""""@id"""": """"5"""""," """"@nom"""": """"Vendredi"""""," """"@ferme"""": """"1"""""," """"horaire"""": {""""@ouverture"""": """"01.00"""""," """"@fermeture"""": """"01.00""""}}"," {""""@id"""": """"6"""""," """"@nom"""": """"Samedi"""""," """"@ferme"""": """"1"""""," """"horaire"""": {""""@ouverture"""": """"01.00"""""," """"@fermeture"""": """"01.00""""}}"," {""""@id"""": """"7"""""," """"@nom"""": """"Dimanche"""""," """"@ferme"""": """"1"""""," """"horaire"""": {""""@ouverture"""": """"01.00"""""," """"@fermeture"""": """"01.00""""}}]}"";48.422", -2.656;2026-06-05T06:30:43+00:00;1.979;;;;;;;2026-06-05T06:30:43+00:00;1.937;2026-06-03T13:59:45+00:00;2.034;;;;;2018-07-07T09:58:11+00:00;definitive;2017-11-20T19:42:19+00:00;definitive;2017-11-20T19:42:19+00:00;definitive;;;Gazole,E10,SP98;SP95,E85,"GPLc;;""SP95;E85;GPLc"";Oui;Laverie",Relais colis,Station de gonflage,Lavage manuel,Vente de gaz domestique (Butane, Propane),Automate CB 24/24,DAB (Distributeur automatique de billets);Côtes-d'Armor;22;Bretagne;53;Automate-24-24, Lundi00.00-01.00, Mardi01.00-01.00, Mercredi01.00-01.00, Jeudi01.00-01.00, Vendredi01.00-01.00, Samedi01.00-01.00, Dimanche01.00-01.00
"1630005;4625355.0323499;602703.33349454;01630;R;50 Rue de la Faucille;Saint-Genis-Pouilly;;""[{""""@nom"""": """"Gazole"""""," """"@id"""": """"1"""""," """"@maj"""": """"2026-06-03 00:00:00"""""," """"@valeur"""": """"2.029""""}"," {""""@nom"""": """"E85"""""," """"@id"""": """"3"""""," """"@maj"""": """"2026-06-03 00:00:00"""""," """"@valeur"""": """"0.799""""}"," {""""@nom"""": """"E10"""""," """"@id"""": """"5"""""," """"@maj"""": """"2026-06-03 00:00:00"""""," """"@valeur"""": """"2.019""""}"," {""""@nom"""": """"SP98"""""," """"@id"""": """"6"""""," """"@maj"""": """"2026-06-03 00:00:00"""""," """"@valeur"""": """"2.079""""}]"";""[{""""@nom"""": """"SP95"""""," """"@id"""": """"2"""""," """"@debut"""": """"2024-01-05 09:15:08"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}"," {""""@nom"""": """"GPLc"""""," """"@id"""": """"4"""""," """"@debut"""": """"2024-01-05 09:15:11"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}]"";""{""""@automate-24-24"""": """""""""," """"jour"""": [{""""@id"""": """"1"""""," """"@nom"""": """"Lundi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"2"""""," """"@nom"""": """"Mardi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"3"""""," """"@nom"""": """"Mercredi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"4"""""," """"@nom"""": """"Jeudi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"5"""""," """"@nom"""": """"Vendredi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"6"""""," """"@nom"""": """"Samedi"""""," """"@ferme"""": """"""""}"," {""""@id"""": """"7"""""," """"@nom"""": """"Dimanche"""""," """"@ferme"""": """"""""}]}"";46.253550323499006", 6.0270333349454;2026-06-03T00:00:00+00:00;2.029;;;2026-06-03T00:00:00+00:00;0.799;;;2026-06-03T00:00:00+00:00;2.019;2026-06-03T00:00:00+00:00;2.079;;;;;2024-01-05T09:15:08+00:00;definitive;;;2024-01-05T09:15:11+00:00;definitive;;;Gazole,E85,E10,SP98;SP95,"GPLc;;""SP95;GPLc"";Non;;Ain;01;Auvergne-Rhône-Alpes;84;"
"15700001;4513300;222000;15700;R;29 Avenue des Estourocs;Pleaux;""{""""service"""": [""""Boutique non alimentaire"""""," """"DAB (Distributeur automatique de billets)""""]}"";""[{""""@nom"""": """"Gazole"""""," """"@id"""": """"1"""""," """"@maj"""": """"2026-05-29 17:22:03"""""," """"@valeur"""": """"2.180""""}"," {""""@nom"""": """"E10"""""," """"@id"""": """"5"""""," """"@maj"""": """"2026-05-29 17:22:04"""""," """"@valeur"""": """"2.170""""}"," {""""@nom"""": """"SP98"""""," """"@id"""": """"6"""""," """"@maj"""": """"2026-05-29 17:22:04"""""," """"@valeur"""": """"2.270""""}]"";""[{""""@nom"""": """"E85"""""," """"@id"""": """"3"""""," """"@debut"""": """"2018-01-03 15:06:35"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}"," {""""@nom"""": """"GPLc"""""," """"@id"""": """"4"""""," """"@debut"""": """"2018-01-03 15:06:35"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}"," {""""@nom"""": """"SP95"""""," """"@id"""": """"2"""""," """"@debut"""": """"2019-11-18 19:09:09"""""," """"@fin"""": """""""""," """"@type"""": """"definitive""""}]"";;45.133", 2.22;2026-05-29T17:22:03+00:00;2.18;;;;;;;2026-05-29T17:22:04+00:00;2.17;2026-05-29T17:22:04+00:00;2.27;;;;;2019-11-18T19:09:09+00:00;definitive;2018-01-03T15:06:35+00:00;definitive;2018-01-03T15:06:35+00:00;definitive;;;Gazole,E10,SP98;SP95,E85,"GPLc;;""SP95;E85;GPLc"";Non;Boutique non alimentaire",DAB (Distributeur automatique de billets);Cantal;15;Auvergne-Rhône-Alpes;84;
